Manufacturer,xEV Model Name,Variant Name,Vehicle Type & Segment,Vehicle CMVR Category,Incentive Amount (In INR),Status,Links
Thukral Electric Bikes Pvt Ltd,THUKRAL Erl Li,N/A,Three Wheeler ( e-3W ),e-rickshaw,32200,EXPIRED,"{""Range (Km)"": ""99.57"", ""Max. Speed (Km/Hr)"": ""00"", ""Acceleration (m/s2)"": ""00"", ""Warranty (In Years)"": ""3"", ""Electric Energy consumption (KWh per 100KM)"": ""4.21"", ""Battery Technology"": ""Lithium Iron Phosphate"", ""Battery Capacity (kWh)"": ""3.5"", ""Battery Density (Wh/Kg)"": ""102"", ""Battery cycle (No. of Cycles)"": ""2000""}"
Thukral Electric Bikes Pvt Ltd,THUKRAL TM DLX Li,N/A,Three Wheeler ( e-3W ),e-rickshaw,35000,EXPIRED,"{""Range (Km)"": ""101.79"", ""Max. Speed (Km/Hr)"": ""0"", ""Acceleration (m/s2)"": ""0"", ""Warranty (In Years)"": ""3"", ""Electric Energy consumption (KWh per 100KM)"": ""6.74"", ""Battery Technology"": ""Lithium ion (Lithium Iron phosphate)"", ""Battery Capacity (kWh)"": ""3.5"", ""Battery Density (Wh/Kg)"": ""102"", ""Battery cycle (No. of Cycles)"": ""2000""}"
Saera Electric Auto Pvt. Ltd.,Mayuri Star,N/A,Three Wheeler ( e-3W ),e-rickshaw,35800,ACTIVE,"{""Range (Km)"": ""92.96"", ""Max. Speed (Km/Hr)"": ""0.00"", ""Acceleration (m/s2)"": ""0.00"", ""Warranty (In Years)"": ""3"", ""Electric Energy consumption (KWh per 100KM)"": ""6.39"", ""Battery Technology"": ""Lithium ion (Lithium Iron phosphate)"", ""Battery Capacity (kWh)"": ""4.0"", ""Battery Density (Wh/Kg)"": ""105"", ""Battery cycle (No. of Cycles)"": ""1000""}"
Saera Electric Auto Pvt. Ltd.,MAYURI DV,N/A,Three Wheeler ( e-3W ),e-cart,37400,ACTIVE,"{""Range (Km)"": ""82.74"", ""Max. Speed (Km/Hr)"": ""0"", ""Acceleration (m/s2)"": ""0"", ""Warranty (In Years)"": ""3"", ""Electric Energy consumption (KWh per 100KM)"": ""6.38"", ""Battery Technology"": ""Lithium Iron Phosphate "", ""Battery Capacity (kWh)"": ""4.0"", ""Battery Density (Wh/Kg)"": ""105"", ""Battery cycle (No. of Cycles)"": ""1000""}"
Saera Electric Auto Pvt. Ltd.,MAYURI SMART,N/A,Three Wheeler ( e-3W ),e-rickshaw,40000,ACTIVE,"{""Range (Km)"": ""102"", ""Max. Speed (Km/Hr)"": ""0"", ""Acceleration (m/s2)"": ""0"", ""Warranty (In Years)"": """", ""Electric Energy consumption (KWh per 100KM)"": ""5.83"", ""Battery Technology"": """", ""Battery Capacity (kWh)"": ""4.00"", ""Battery Density (Wh/Kg)"": ""105"", ""Battery cycle (No. of Cycles)"": ""1000""}"
Saera Electric Auto Pvt. Ltd.,MAYURI AUTO,N/A,Three Wheeler ( e-3W ),e-rickshaw,39900,ACTIVE,"{""Range (Km)"": ""102"", ""Max. Speed (Km/Hr)"": ""0"", ""Acceleration (m/s2)"": ""0"", ""Warranty (In Years)"": """", ""Electric Energy consumption (KWh per 100KM)"": ""5.83"", ""Battery Technology"": """", ""Battery Capacity (kWh)"": ""4.00"", ""Battery Density (Wh/Kg)"": ""105"", ""Battery cycle (No. of Cycles)"": ""1000""}"
U P Telelinks Ltd,power Li-ion,N/A,Three Wheeler ( e-3W ),e-rickshaw,37000,EXPIRED,"{""Range (Km)"": ""99.68"", ""Max. Speed (Km/Hr)"": ""0"", ""Acceleration (m/s2)"": ""0"", ""Warranty (In Years)"": ""3"", ""Electric Energy consumption (KWh per 100KM)"": ""5.00"", ""Battery Technology"": ""Lithium ion (Lithium Iron phosphate)"", ""Battery Capacity (kWh)"": ""4.4"", ""Battery Density (Wh/Kg)"": ""103.62"", ""Battery cycle (No. of Cycles)"": ""2000""}"
U P Telelinks Ltd,Power Li-Ion DV,Power Li-Ion DV,Three Wheeler ( e-3W ),e-cart,38200,EXPIRED,"{""Range (Km)"": ""99.68"", ""Max. Speed (Km/Hr)"": ""0"", ""Acceleration (m/s2)"": ""00"", ""Warranty (In Years)"": ""3"", ""Electric Energy consumption (KWh per 100KM)"": ""5.00"", ""Battery Technology"": ""Lithium-Ion (Lithium Iron phosphate)"", ""Battery Capacity (kWh)"": ""4.4"", ""Battery Density (Wh/Kg)"": ""103.62"", ""Battery cycle (No. of Cycles)"": ""2000""}"
U P Telelinks Ltd,Power Li-Ion FB,N/A,Three Wheeler ( e-3W ),e-cart,36600,EXPIRED,"{""Range (Km)"": ""99.68"", ""Max. Speed (Km/Hr)"": ""0"", ""Acceleration (m/s2)"": ""0"", ""Warranty (In Years)"": ""3"", ""Electric Energy consumption (KWh per 100KM)"": ""5.00"", ""Battery Technology"": ""Lithium Iron phosphate"", ""Battery Capacity (kWh)"": ""4.4"", ""Battery Density (Wh/Kg)"": ""103.62"", ""Battery cycle (No. of Cycles)"": ""2000""}"
U P Telelinks Ltd,Power Li-Ion CV,N/A,Three Wheeler ( e-3W ),e-cart,37000,EXPIRED,"{""Range (Km)"": ""99.68"", ""Max. Speed (Km/Hr)"": ""0"", ""Acceleration (m/s2)"": ""0.00"", ""Warranty (In Years)"": ""3"", ""Electric Energy consumption (KWh per 100KM)"": ""5.00"", ""Battery Technology"": ""Lithium Iron phosphate"", ""Battery Capacity (kWh)"": ""4.4"", ""Battery Density (Wh/Kg)"": ""103.62"", ""Battery cycle (No. of Cycles)"": ""2000""}"
U P Telelinks Ltd,Power Li-Ion Primus,N/A,Three Wheeler ( e-3W ),e-rickshaw,41895,ACTIVE,"{""Range (Km)"": ""85"", ""Max. Speed (Km/Hr)"": ""00"", ""Acceleration (m/s2)"": ""00"", ""Warranty (In Years)"": """", ""Electric Energy consumption (KWh per 100KM)"": ""6.48"", ""Battery Technology"": """", ""Battery Capacity (kWh)"": ""4.40"", ""Battery Density (Wh/Kg)"": ""201.48"", ""Battery cycle (No. of Cycles)"": ""2000""}"
Khalsa Agencies,Khalsa Grand,N/A,Three Wheeler ( e-3W ),e-rickshaw,37000,ACTIVE,"{""Range (Km)"": ""120.13"", ""Max. Speed (Km/Hr)"": ""0"", ""Acceleration (m/s2)"": ""0"", ""Warranty (In Years)"": ""3"", ""Electric Energy consumption (KWh per 100KM)"": ""4.72"", ""Battery Technology"": ""Lithium ion (Lithium Iron phosphate)"", ""Battery Capacity (kWh)"": ""4.4"", ""Battery Density (Wh/Kg)"": ""76.05"", ""Battery cycle (No. of Cycles)"": ""2000""}"
Atul Auto Limited,Atul Elite+,Not Available,Three Wheeler ( e-3W ),e-rickshaw,37000,EXPIRED,"{""Range (Km)"": ""116"", ""Max. Speed (Km/Hr)"": ""00"", ""Acceleration (m/s2)"": ""00"", ""Warranty (In Years)"": ""3"", ""Electric Energy consumption (KWh per 100KM)"": ""4.9"", ""Battery Technology"": ""Lithium ion (Lithium Iron phosphate)"", ""Battery Capacity (kWh)"": ""3.7"", ""Battery Density (Wh/Kg)"": ""145.96"", ""Battery cycle (No. of Cycles)"": ""2000""}"
Atul Auto Limited,Atul Elite+ Cargo,Not Applicable,Three Wheeler ( e-3W ),e-cart,37000,EXPIRED,"{""Range (Km)"": ""118"", ""Max. Speed (Km/Hr)"": ""00"", ""Acceleration (m/s2)"": ""00"", ""Warranty (In Years)"": ""3"", ""Electric Energy consumption (KWh per 100KM)"": ""4.6"", ""Battery Technology"": ""Lithium ion (Lithium Iron phosphate)"", ""Battery Capacity (kWh)"": ""3.7"", ""Battery Density (Wh/Kg)"": ""145.96"", ""Battery cycle (No. of Cycles)"": ""2000""}"
Tunwal E-motors Pvt. Ltd.,T 133,N/A,Two Wheeler ( e-2W ),L1,24000,EXPIRED,"{""Range (Km)"": ""99"", ""Max. Speed (Km/Hr)"": ""44.9"", ""Acceleration (m/s2)"": ""1.29"", ""Warranty (In Years)"": ""3"", ""Electric Energy consumption (KWh per 100KM)"": ""2.60"", ""Battery Technology"": ""Li ion battery (Lithium Nickel Manganese Cobalt oxide)"", ""Battery Capacity (kWh)"": ""2.4"", ""Battery Density (Wh/Kg)"": ""180"", ""Battery cycle (No. of Cycles)"": ""1200""}"
Tunwal E-motors Pvt. Ltd.,Storm ZX Plus,N/A,Two Wheeler ( e-2W ),L1,24000,EXPIRED,"{""Range (Km)"": ""99"", ""Max. Speed (Km/Hr)"": ""44.9"", ""Acceleration (m/s2)"": ""1.29"", ""Warranty (In Years)"": ""3"", ""Electric Energy consumption (KWh per 100KM)"": ""2.6"", ""Battery Technology"": ""Li ion battery (Nickel Manganese Cobalt oxide)"", ""Battery Capacity (kWh)"": ""2.4"", ""Battery Density (Wh/Kg)"": ""180"", ""Battery cycle (No. of Cycles)"": ""1000""}"
Tunwal E-motors Pvt. Ltd.,TEM G33,N/A,Two Wheeler ( e-2W ),L1,24000,EXPIRED,"{""Range (Km)"": ""99"", ""Max. Speed (Km/Hr)"": ""44.9"", ""Acceleration (m/s2)"": ""1.29"", ""Warranty (In Years)"": ""3"", ""Electric Energy consumption (KWh per 100KM)"": ""2.6"", ""Battery Technology"": ""Li ion battery (Nickel Manganese Cobalt oxide)"", ""Battery Capacity (kWh)"": ""2.4"", ""Battery Density (Wh/Kg)"": ""180"", ""Battery cycle (No. of Cycles)"": ""1000""}"
Tunwal E-motors Pvt. Ltd.,RomaS,N/A,Two Wheeler ( e-2W ),L1,24000,EXPIRED,"{""Range (Km)"": ""99"", ""Max. Speed (Km/Hr)"": ""44.9"", ""Acceleration (m/s2)"": ""1.29"", ""Warranty (In Years)"": ""3"", ""Electric Energy consumption (KWh per 100KM)"": ""2.6"", ""Battery Technology"": ""Li ion battery (Nickel Manganese Cobalt oxide)"", ""Battery Capacity (kWh)"": ""2.4"", ""Battery Density (Wh/Kg)"": ""180"", ""Battery cycle (No. of Cycles)"": ""1000""}"
Tunwal E-motors Pvt. Ltd.,TZ 3.3,NA 11,Two Wheeler ( e-2W ),L1,28800,EXPIRED,"{""Range (Km)"": ""107"", ""Max. Speed (Km/Hr)"": ""56.7"", ""Acceleration (m/s2)"": ""1.01"", ""Warranty (In Years)"": ""3"", ""Electric Energy consumption (KWh per 100KM)"": ""3.55"", ""Battery Technology"": ""NMC (Nickel Manganese Cobalt)"", ""Battery Capacity (kWh)"": ""2.9"", ""Battery Density (Wh/Kg)"": ""199.5"", ""Battery cycle (No. of Cycles)"": ""1000""}"
Altigreen Propulsion Labs Pvt Ltd,NEEV,NEEV,Three Wheeler ( e-3W ),L5N,75000,EXPIRED,"{""Range (Km)"": ""117"", ""Max. Speed (Km/Hr)"": ""53.4"", ""Acceleration (m/s2)"": ""0.65"", ""Warranty (In Years)"": ""3"", ""Electric Energy consumption (KWh per 100KM)"": ""8.1"", ""Battery Technology"": ""Lithium ion LiFeP04 (Lithium Iron phosphate)"", ""Battery Capacity (kWh)"": ""7.7"", ""Battery Density (Wh/Kg)"": ""145.96"", ""Battery cycle (No. of Cycles)"": ""2000""}"
Altigreen Propulsion Labs Pvt Ltd,NEEV HD,N/A,Three Wheeler ( e-3W ),L5N,90000,ACTIVE,"{""Range (Km)"": ""151"", ""Max. Speed (Km/Hr)"": ""53.7"", ""Acceleration (m/s2)"": ""0.99"", ""Warranty (In Years)"": ""3"", ""Electric Energy consumption (KWh per 100KM)"": ""8.7"", ""Battery Technology"": ""Li ion battery based on LiFePO4 (Lithium Ion Phosphate)"", ""Battery Capacity (kWh)"": ""11.1"", ""Battery Density (Wh/Kg)"": ""129.4"", ""Battery cycle (No. of Cycles)"": ""2000""}"
Altigreen Propulsion Labs Pvt Ltd,NEEV LR,N/A,Three Wheeler ( e-3W ),L5N,85000,ACTIVE,"{""Range (Km)"": ""151"", ""Max. Speed (Km/Hr)"": ""53.7"", ""Acceleration (m/s2)"": ""0.99"", ""Warranty (In Years)"": ""3"", ""Electric Energy consumption (KWh per 100KM)"": ""8.7"", ""Battery Technology"": ""Li ion battery based on LiFePO4 (Lithium Ion Phosphate)"", ""Battery Capacity (kWh)"": ""11.1"", ""Battery Density (Wh/Kg)"": ""129.4"", ""Battery cycle (No. of Cycles)"": ""2000""}"
Altigreen Propulsion Labs Pvt Ltd,NEEV HDx,N/A,Three Wheeler ( e-3W ),L5N,92000,ACTIVE,"{""Range (Km)"": ""160"", ""Max. Speed (Km/Hr)"": ""54"", ""Acceleration (m/s2)"": ""0.95"", ""Warranty (In Years)"": ""3"", ""Electric Energy consumption (KWh per 100KM)"": ""8"", ""Battery Technology"": ""Li ion battery based on LiFePO4"", ""Battery Capacity (kWh)"": ""11.0"", ""Battery Density (Wh/Kg)"": ""129.4"", ""Battery cycle (No. of Cycles)"": ""2000""}"
Altigreen Propulsion Labs Pvt Ltd,NEEV-TEZ,N/A,Three Wheeler ( e-3W ),L5N,82000,ACTIVE,"{""Range (Km)"": ""111"", ""Max. Speed (Km/Hr)"": ""53.6"", ""Acceleration (m/s2)"": ""0.79"", ""Warranty (In Years)"": """", ""Electric Energy consumption (KWh per 100KM)"": ""8.62"", ""Battery Technology"": """", ""Battery Capacity (kWh)"": ""8.20"", ""Battery Density (Wh/Kg)"": ""132"", ""Battery cycle (No. of Cycles)"": ""1000""}"
Dilli Electric Auto Pvt Ltd,CITYLIFE LI-PRIMA,N/A,Three Wheeler ( e-3W ),e-rickshaw,35000,ACTIVE,"{""Range (Km)"": ""96.5"", ""Max. Speed (Km/Hr)"": ""23"", ""Acceleration (m/s2)"": ""28"", ""Warranty (In Years)"": ""3"", ""Electric Energy consumption (KWh per 100KM)"": ""4.1"", ""Battery Technology"": ""Lithium ion (Lithium Iron phosphate)"", ""Battery Capacity (kWh)"": ""4.4"", ""Battery Density (Wh/Kg)"": ""76.05"", ""Battery cycle (No. of Cycles)"": ""2000""}"
Dilli Electric Auto Pvt Ltd,CITYLIFE LI MAX,N/A,Three Wheeler ( e-3W ),e-cart,36000,ACTIVE,"{""Range (Km)"": ""131.91"", ""Max. Speed (Km/Hr)"": ""0"", ""Acceleration (m/s2)"": ""0"", ""Warranty (In Years)"": ""3"", ""Electric Energy consumption (KWh per 100KM)"": ""4.74"", ""Battery Technology"": ""Lithium ion (Lithium Iron phosphate)"", ""Battery Capacity (kWh)"": ""4.4"", ""Battery Density (Wh/Kg)"": ""76.05"", ""Battery cycle (No. of Cycles)"": ""2000""}"
Piaggio Vehicles Private Limited,Ape' E-City,Nil,Three Wheeler ( e-3W ),L5M,42000,ACTIVE,"{""Range (Km)"": ""102"", ""Max. Speed (Km/Hr)"": ""43.6"", ""Acceleration (m/s2)"": ""0.95"", ""Warranty (In Years)"": ""3"", ""Electric Energy consumption (KWh per 100KM)"": ""8.2"", ""Battery Technology"": ""Li ion battery (Nickel Manganese Cobalt)"", ""Battery Capacity (kWh)"": ""4.2"", ""Battery Density (Wh/Kg)"": ""188"", ""Battery cycle (No. of Cycles)"": ""2000""}"
Piaggio Vehicles Private Limited,Ape' E-City FX,-Nil,Three Wheeler ( e-3W ),L5M,69000,ACTIVE,"{""Range (Km)"": ""159"", ""Max. Speed (Km/Hr)"": ""43"", ""Acceleration (m/s2)"": ""0.66"", ""Warranty (In Years)"": ""3"", ""Electric Energy consumption (KWh per 100KM)"": ""5.8"", ""Battery Technology"": ""Li ion battery (Nickel Manganese Cobalt oxide)"", ""Battery Capacity (kWh)"": ""7.5"", ""Battery Density (Wh/Kg)"": ""168.7"", ""Battery cycle (No. of Cycles)"": ""1000""}"
Piaggio Vehicles Private Limited,Ape E- Xtra FX PU,N/A,Three Wheeler ( e-3W ),L5N,78000,ACTIVE,"{""Range (Km)"": ""142"", ""Max. Speed (Km/Hr)"": ""44.2"", ""Acceleration (m/s2)"": ""0.73"", ""Warranty (In Years)"": ""3"", ""Electric Energy consumption (KWh per 100KM)"": ""6.7"", ""Battery Technology"": ""Li ion battery (Nickel Manganese Cobalt oxide)"", ""Battery Capacity (kWh)"": ""8.5"", ""Battery Density (Wh/Kg)"": ""168.7"", ""Battery cycle (No. of Cycles)"": ""1000""}"
Piaggio Vehicles Private Limited,Ape E-Xtra FX With Platform,N/A,Three Wheeler ( e-3W ),L5N,77503,ACTIVE,"{""Range (Km)"": ""142"", ""Max. Speed (Km/Hr)"": ""44.2"", ""Acceleration (m/s2)"": ""0.73"", ""Warranty (In Years)"": ""3"", ""Electric Energy consumption (KWh per 100KM)"": ""6.7"", ""Battery Technology"": ""Li ion battery (Nickel Manganese Cobalt oxide)"", ""Battery Capacity (kWh)"": ""8.5"", ""Battery Density (Wh/Kg)"": ""168.7"", ""Battery cycle (No. of Cycles)"": ""1000""}"
Piaggio Vehicles Private Limited,Ape E-Xtra LX With Platform,N/A,Three Wheeler ( e-3W ),L5N,46500,ACTIVE,"{""Range (Km)"": ""87"", ""Max. Speed (Km/Hr)"": ""43.7"", ""Acceleration (m/s2)"": ""0.67"", ""Warranty (In Years)"": ""3"", ""Electric Energy consumption (KWh per 100KM)"": ""6.78"", ""Battery Technology"": ""Nickel Manganese Cobalt Chemistry"", ""Battery Capacity (kWh)"": ""4.65"", ""Battery Density (Wh/Kg)"": ""188"", ""Battery cycle (No. of Cycles)"": ""2000""}"
Piaggio Vehicles Private Limited,Ape E- Xtra LX PU,N/A,Three Wheeler ( e-3W ),L5N,47000,ACTIVE,"{""Range (Km)"": ""87"", ""Max. Speed (Km/Hr)"": ""43.7"", ""Acceleration (m/s2)"": ""0.65"", ""Warranty (In Years)"": ""3"", ""Electric Energy consumption (KWh per 100KM)"": ""6.78"", ""Battery Technology"": ""Nickel Manganese Cobalt Chemistry"", ""Battery Capacity (kWh)"": ""4.7"", ""Battery Density (Wh/Kg)"": ""188"", ""Battery cycle (No. of Cycles)"": ""2000""}"
Piaggio Vehicles Private Limited,Ape E-Xtra LX DAC,N/A,Three Wheeler ( e-3W ),L5N,47000,ACTIVE,"{""Range (Km)"": ""85"", ""Max. Speed (Km/Hr)"": ""43"", ""Acceleration (m/s2)"": ""0.67"", ""Warranty (In Years)"": ""3"", ""Electric Energy consumption (KWh per 100KM)"": ""5.9"", ""Battery Technology"": ""Nickel Manganese Cobalt Chemistry"", ""Battery Capacity (kWh)"": ""4.7"", ""Battery Density (Wh/Kg)"": ""188"", ""Battery cycle (No. of Cycles)"": ""2000""}"
Piaggio Vehicles Private Limited,Ape E-Xtra FX DAC,N/A,Three Wheeler ( e-3W ),L5N,76803,ACTIVE,"{""Range (Km)"": ""148"", ""Max. Speed (Km/Hr)"": ""45"", ""Acceleration (m/s2)"": ""0.68"", ""Warranty (In Years)"": ""3"", ""Electric Energy consumption (KWh per 100KM)"": ""6.17"", ""Battery Technology"": ""Nickel Manganese Cobalt Chemistry"", ""Battery Capacity (kWh)"": ""8.5"", ""Battery Density (Wh/Kg)"": ""168.7"", ""Battery cycle (No. of Cycles)"": ""1000""}"
Piaggio Vehicles Private Limited,Ape' E-Xtra EX With Platform,N/A,Three Wheeler ( e-3W ),L5N,76000,ACTIVE,"{""Range (Km)"": ""134"", ""Max. Speed (Km/Hr)"": ""43.5"", ""Acceleration (m/s2)"": ""0.71"", ""Warranty (In Years)"": ""3"", ""Electric Energy consumption (KWh per 100KM)"": ""9.89"", ""Battery Technology"": ""Li ion battery (Nickel Cobalt Aluminum)"", ""Battery Capacity (kWh)"": ""7.6"", ""Battery Density (Wh/Kg)"": ""267"", ""Battery cycle (No. of Cycles)"": ""1000""}"
Piaggio Vehicles Private Limited,Ape E- Xtra FX PU(8 KwH),N/A,Three Wheeler ( e-3W ),L5N,80000,ACTIVE,"{""Range (Km)"": ""141"", ""Max. Speed (Km/Hr)"": ""44.6"", ""Acceleration (m/s2)"": ""0.68"", ""Warranty (In Years)"": """", ""Electric Energy consumption (KWh per 100KM)"": ""6.5"", ""Battery Technology"": """", ""Battery Capacity (kWh)"": ""8.00"", ""Battery Density (Wh/Kg)"": ""168.7"", ""Battery cycle (No. of Cycles)"": ""1000""}"
Piaggio Vehicles Private Limited,Ape E-Xtra FX With Platform (8 KWh),N/A,Three Wheeler ( e-3W ),L5N,80000,ACTIVE,"{""Range (Km)"": ""141"", ""Max. Speed (Km/Hr)"": ""44.6"", ""Acceleration (m/s2)"": ""0.68"", ""Warranty (In Years)"": """", ""Electric Energy consumption (KWh per 100KM)"": ""6.5"", ""Battery Technology"": """", ""Battery Capacity (kWh)"": ""8.00"", ""Battery Density (Wh/Kg)"": ""168.7"", ""Battery cycle (No. of Cycles)"": ""1000""}"
Piaggio Vehicles Private Limited,Ape' E-Xtra FX DAC (8KWh),N/A,Three Wheeler ( e-3W ),L5N,79841,ACTIVE,"{""Range (Km)"": ""161"", ""Max. Speed (Km/Hr)"": ""44.6"", ""Acceleration (m/s2)"": ""0.66"", ""Warranty (In Years)"": """", ""Electric Energy consumption (KWh per 100KM)"": ""6.7"", ""Battery Technology"": """", ""Battery Capacity (kWh)"": ""8.00"", ""Battery Density (Wh/Kg)"": ""168.7"", ""Battery cycle (No. of Cycles)"": ""1000""}"
Piaggio Vehicles Private Limited,Ape E- City FX NE,N/A,Three Wheeler ( e-3W ),L5M,73252,ACTIVE,"{""Range (Km)"": ""131"", ""Max. Speed (Km/Hr)"": ""43.8"", ""Acceleration (m/s2)"": ""0.68"", ""Warranty (In Years)"": """", ""Electric Energy consumption (KWh per 100KM)"": ""7.74"", ""Battery Technology"": """", ""Battery Capacity (kWh)"": ""7.50"", ""Battery Density (Wh/Kg)"": ""168.7"", ""Battery cycle (No. of Cycles)"": ""1000""}"
Piaggio Vehicles Private Limited,Ape E- Xtra FX NE PU,N/A,Three Wheeler ( e-3W ),L5N,80000,ACTIVE,"{""Range (Km)"": ""159"", ""Max. Speed (Km/Hr)"": ""44.5"", ""Acceleration (m/s2)"": ""0.69"", ""Warranty (In Years)"": """", ""Electric Energy consumption (KWh per 100KM)"": ""6.54"", ""Battery Technology"": """", ""Battery Capacity (kWh)"": ""8.00"", ""Battery Density (Wh/Kg)"": ""168.7"", ""Battery cycle (No. of Cycles)"": ""1000""}"
Piaggio Vehicles Private Limited,APE E-Xtra FX NE with Platform,N/A,Three Wheeler ( e-3W ),L5N,80000,ACTIVE,"{""Range (Km)"": ""148"", ""Max. Speed (Km/Hr)"": ""44.5"", ""Acceleration (m/s2)"": ""0.69"", ""Warranty (In Years)"": """", ""Electric Energy consumption (KWh per 100KM)"": ""6.36"", ""Battery Technology"": """", ""Battery Capacity (kWh)"": ""8.00"", ""Battery Density (Wh/Kg)"": ""168.7"", ""Battery cycle (No. of Cycles)"": ""1000""}"
Piaggio Vehicles Private Limited,APE E-Xtra FX NE DAC,N/A,Three Wheeler ( e-3W ),L5N,80000,ACTIVE,"{""Range (Km)"": ""148"", ""Max. Speed (Km/Hr)"": ""44.5"", ""Acceleration (m/s2)"": ""0.69"", ""Warranty (In Years)"": """", ""Electric Energy consumption (KWh per 100KM)"": ""6.36"", ""Battery Technology"": """", ""Battery Capacity (kWh)"": ""8.00"", ""Battery Density (Wh/Kg)"": ""168.7"", ""Battery cycle (No. of Cycles)"": ""1000""}"
Piaggio Vehicles Private Limited,Ape E- City FX NE MAX,Ape E- City FX NE MAX,Three Wheeler ( e-3W ),L5M,80000,ACTIVE,"{""Range (Km)"": ""181"", ""Max. Speed (Km/Hr)"": ""41.6"", ""Acceleration (m/s2)"": ""0.67"", ""Warranty (In Years)"": """", ""Electric Energy consumption (KWh per 100KM)"": ""5.17"", ""Battery Technology"": """", ""Battery Capacity (kWh)"": ""8.00"", ""Battery Density (Wh/Kg)"": ""168.7"", ""Battery cycle (No. of Cycles)"": ""1000""}"
Piaggio Vehicles Private Limited,APE E- XTRA FX NE MAX PU,APE E- XTRA FX NE MAX PU,Three Wheeler ( e-3W ),L5N,80000,ACTIVE,"{""Range (Km)"": ""126"", ""Max. Speed (Km/Hr)"": ""41.1"", ""Acceleration (m/s2)"": ""0.70"", ""Warranty (In Years)"": """", ""Electric Energy consumption (KWh per 100KM)"": ""6.4"", ""Battery Technology"": """", ""Battery Capacity (kWh)"": ""8.00"", ""Battery Density (Wh/Kg)"": ""168.7"", ""Battery cycle (No. of Cycles)"": ""1000""}"
Piaggio Vehicles Private Limited,APE E- XTRA FX NE MAX Platform,APE E- XTRA FX NE MAX Platform,Three Wheeler ( e-3W ),L5N,80000,ACTIVE,"{""Range (Km)"": ""126"", ""Max. Speed (Km/Hr)"": ""41.1"", ""Acceleration (m/s2)"": ""0.70"", ""Warranty (In Years)"": """", ""Electric Energy consumption (KWh per 100KM)"": ""6.4"", ""Battery Technology"": """", ""Battery Capacity (kWh)"": ""8.00"", ""Battery Density (Wh/Kg)"": ""168.7"", ""Battery cycle (No. of Cycles)"": ""1000""}"
Piaggio Vehicles Private Limited,APE E- XTRA FX NE MAX DAC,APE E- XTRA FX NE MAX DAC,Three Wheeler ( e-3W ),L5N,80000,ACTIVE,"{""Range (Km)"": ""136"", ""Max. Speed (Km/Hr)"": ""41.1"", ""Acceleration (m/s2)"": ""0.70"", ""Warranty (In Years)"": """", ""Electric Energy consumption (KWh per 100KM)"": ""6.4"", ""Battery Technology"": """", ""Battery Capacity (kWh)"": ""8.00"", ""Battery Density (Wh/Kg)"": ""168.7"", ""Battery cycle (No. of Cycles)"": ""1000""}"
Speego Vehicles Co. Pvt. Ltd.,SPEEGO DLX Li,N/A,Three Wheeler ( e-3W ),e-rickshaw,35000,EXPIRED,"{""Range (Km)"": ""112.5"", ""Max. Speed (Km/Hr)"": ""00"", ""Acceleration (m/s2)"": ""0.0"", ""Warranty (In Years)"": ""3"", ""Electric Energy consumption (KWh per 100KM)"": ""4.80"", ""Battery Technology"": ""Lithium ion (Lithium Iron phosphate)"", ""Battery Capacity (kWh)"": ""4.4"", ""Battery Density (Wh/Kg)"": ""76.05"", ""Battery cycle (No. of Cycles)"": ""2000""}"
Shigan Evoltz Limited,Bull Cart Super,N/A,Three Wheeler ( e-3W ),L5N,96000,EXPIRED,"{""Range (Km)"": ""144.21"", ""Max. Speed (Km/Hr)"": ""40"", ""Acceleration (m/s2)"": ""0.65"", ""Warranty (In Years)"": ""3"", ""Electric Energy consumption (KWh per 100KM)"": ""5.09"", ""Battery Technology"": ""Lithium ion (Lithium Iron phosphate)"", ""Battery Capacity (kWh)"": ""9.6"", ""Battery Density (Wh/Kg)"": ""135"", ""Battery cycle (No. of Cycles)"": ""3500""}"
Shigan Evoltz Limited,Green Cart Super,N/A,Three Wheeler ( e-3W ),e-cart,51000,ACTIVE,"{""Range (Km)"": ""120.56"", ""Max. Speed (Km/Hr)"": ""0"", ""Acceleration (m/s2)"": ""0"", ""Warranty (In Years)"": ""3"", ""Electric Energy consumption (KWh per 100KM)"": ""6.05"", ""Battery Technology"": ""Lithium Iron Phosphate "", ""Battery Capacity (kWh)"": ""5.1"", ""Battery Density (Wh/Kg)"": ""133.33"", ""Battery cycle (No. of Cycles)"": ""2000""}"
Shigan Evoltz Limited,Green Rick Super,N/A,Three Wheeler ( e-3W ),e-rickshaw,51000,ACTIVE,"{""Range (Km)"": ""115.6"", ""Max. Speed (Km/Hr)"": ""0"", ""Acceleration (m/s2)"": ""0"", ""Warranty (In Years)"": ""3"", ""Electric Energy consumption (KWh per 100KM)"": ""5.83"", ""Battery Technology"": ""Lithium Iron Phosphate "", ""Battery Capacity (kWh)"": ""5.1"", ""Battery Density (Wh/Kg)"": ""133.33"", ""Battery cycle (No. of Cycles)"": ""2000""}"
